"credit.rating","account.balance","credit.duration.months","previous.credit.payment.status","credit.purpose","credit.amount","savings","employment.duration","installment.rate","marital.status","guarantor","residence.duration","current.assets","age","other.credits","apartment.type","bank.credits","occupation","dependents","telephone","foreign.worker"
"1","3",18,"3","3",1800,"1","2","4","3","1","2","3",24,"2","2","2","3","1","1","1"
"1","3",24,"3","2",4151,"2","2","2","3","1","3","2",35,"2","2","2","3","1","1","1"
"1","2",15,"2","3",2631,"2","2","3","1","1","2","1",25,"2","2","1","2","1","1","1"
"1","3",21,"2","1",5248,"4","2","1","3","1","3","3",26,"2","2","1","3","1","1","1"
"1","2",18,"3","4",2899,"4","4","4","3","1","4","3",43,"2","2","1","3","2","1","1"
"1","2",18,"3","3",6204,"1","2","2","3","1","4","1",44,"2","2","1","2","2","2","1"
"1","3",12,"2","3",804,"1","4","4","3","1","4","3",38,"2","2","1","3","1","1","1"
"1","3",36,"2","3",3595,"1","4","4","3","1","2","3",28,"2","2","1","3","1","1","1"
"1","3",36,"3","1",5711,"3","4","4","3","1","2","3",38,"2","2","2","4","1","2","1"
"1","3",15,"2","4",2687,"1","3","2","3","1","4","2",26,"2","1","1","3","1","2","1"
"1","1",15,"3","2",3643,"1","4","1","1","1","4","2",27,"2","2","2","2","1","1","1"
"1","3",10,"3","2",2146,"1","1","1","1","1","3","1",23,"2","1","2","3","1","1","1"
"1","1",10,"2","3",2315,"1","4","3","3","1","4","1",52,"2","2","1","2","1","1","1"
"1","3",5,"2","4",3448,"1","3","1","3","1","4","1",74,"2","2","1","2","1","1","1"
"1","3",15,"2","2",2708,"1","1","2","3","1","3","2",27,"1","2","2","2","1","1","1"
"1","3",11,"3","4",1393,"1","1","4","1","1","4","3",35,"2","2","2","4","1","1","1"
"1","3",10,"2","2",1275,"1","1","4","1","1","2","2",23,"2","2","1","3","1","1","1"
"1","3",9,"2","2",1313,"1","4","1","3","1","4","3",20,"2","2","1","3","1","1","1"
"1","3",12,"2","3",1493,"1","1","4","1","1","3","3",34,"2","2","1","3","2","1","1"
"1","3",22,"2","3",2675,"3","4","3","3","1","4","3",40,"2","2","1","3","1","1","1"
"1","2",9,"2","3",2118,"1","2","2","3","1","2","1",37,"2","2","1","2","2","1","1"
"1","3",36,"2","4",909,"3","4","4","3","1","4","2",36,"2","2","1","3","1","1","1"
"1","3",12,"3","2",1258,"1","1","2","1","1","4","2",22,"2","1","2","2","1","1","1"
"1","3",15,"1","3",1569,"2","4","4","3","1","4","3",34,"1","2","1","2","2","1","1"
"1","3",6,"2","1",1236,"3","2","2","3","1","4","2",50,"2","1","1","3","1","1","1"
"1","3",36,"3","2",7678,"3","3","2","1","1","4","3",40,"2","2","2","3","1","2","1"
"1","3",6,"2","3",660,"3","3","2","4","1","4","1",23,"2","1","1","2","1","1","1"
"1","3",24,"2","2",2835,"3","4","3","3","1","4","2",53,"2","2","1","3","1","1","1"
"1","3",24,"2","1",2670,"1","4","4","3","1","4","3",35,"2","2","1","4","1","2","1"
"1","3",12,"1","4",3447,"3","2","4","1","1","3","1",35,"2","2","1","2","2","1","1"
"1","3",15,"2","3",3568,"1","4","4","1","1","2","3",54,"1","1","1","4","1","2","1"
"1","2",21,"3","4",3652,"1","3","2","3","1","3","2",27,"2","2","2","3","1","1","1"
"1","1",24,"2","3",3660,"1","2","2","1","1","4","3",28,"2","2","1","3","1","1","1"
"1","3",9,"2","3",1126,"2","4","2","1","1","4","1",49,"2","2","1","3","1","1","1"
"1","3",6,"3","3",683,"1","1","2","1","1","1","2",29,"1","2","1","3","1","1","1"
"1","3",12,"2","2",2251,"1","2","1","1","1","2","3",46,"2","2","1","2","1","1","1"
"1","3",12,"2","1",4675,"4","1","1","1","1","4","3",20,"2","1","1","3","1","1","1"
"1","2",21,"3","4",2353,"1","2","1","1","1","4","2",47,"2","2","2","3","1","1","1"
"1","1",21,"2","3",3357,"3","1","4","1","1","2","3",29,"1","2","1","3","1","1","1"
"1","3",6,"2","4",672,"1","1","1","1","1","4","1",54,"2","2","1","1","1","2","1"
"1","1",6,"3","3",338,"3","4","4","3","1","4","3",52,"2","2","2","3","1","1","1"
"1","3",9,"2","3",2697,"1","2","1","3","1","2","1",32,"2","2","1","3","2","1","1"
"1","3",9,"2","4",2507,"3","4","2","3","1","4","4",51,"2","3","1","2","1","1","1"
"1","3",15,"3","3",1478,"1","2","4","4","1","3","1",33,"1","2","2","3","1","1","1"
"1","3",12,"3","3",3565,"4","1","2","3","1","1","2",37,"2","2","2","2","2","1","1"
"1","3",15,"2","2",2221,"3","2","2","1","1","4","3",20,"2","1","1","3","1","1","1"
"1","3",6,"3","3",1898,"4","2","1","3","1","2","1",34,"2","2","2","2","2","1","1"
"1","2",6,"3","4",1449,"2","4","1","1","1","2","3",31,"1","2","2","3","2","1","1"
"1","3",15,"3","2",960,"3","3","3","1","1","2","2",30,"2","2","2","3","1","1","1"
"1","3",36,"2","1",8133,"1","2","1","1","1","2","2",30,"1","2","1","3","1","1","1"
"1","3",9,"2","2",2301,"2","1","2","1","1","4","2",22,"2","1","1","3","1","1","1"
"1","3",6,"3","4",1743,"2","2","1","3","1","2","1",34,"2","2","2","2","1","1","1"
"1","2",12,"2","2",983,"3","1","1","1","1","4","1",19,"2","1","1","2","1","1","1"
"1","3",18,"3","3",2320,"1","1","2","4","1","3","1",34,"2","2","2","3","1","1","1"
"1","1",12,"1","4",339,"1","4","4","4","1","1","3",45,"1","2","1","2","1","1","1"
"1","3",24,"2","3",5152,"1","3","4","3","1","2","3",25,"1","2","1","3","1","1","1"
"1","3",24,"2","2",3749,"1","1","2","1","1","4","3",26,"2","2","1","3","1","1","1"
"1","3",9,"3","3",3074,"4","2","1","3","1","2","1",33,"2","2","2","3","2","1","1"
"0","3",9,"2","3",745,"1","2","3","1","1","2","1",28,"2","2","1","2","1","1","1"
"1","3",24,"2","4",1469,"2","4","4","4","1","4","1",41,"2","1","1","2","1","1","1"
"1","1",6,"2","2",1374,"1","2","1","3","1","2","1",36,"1","2","1","2","1","2","1"
"1","3",6,"1","4",783,"4","2","1","3","2","2","1",26,"1","2","1","2","2","1","1"
"1","1",21,"2","3",2606,"1","1","4","1","1","4","2",28,"2","1","1","4","1","2","1"
"1","3",54,"1","1",9436,"4","2","2","3","1","2","2",39,"2","2","1","2","2","1","1"
"1","3",12,"3","3",930,"4","4","4","3","1","4","1",65,"2","2","2","3","1","1","1"
"1","3",48,"3","1",2751,"4","4","4","3","1","3","3",38,"2","2","2","3","2","2","1"
"1","3",6,"3","4",250,"3","2","2","1","1","2","1",41,"1","2","2","2","1","1","1"
"1","2",24,"2","4",1201,"1","1","4","3","1","1","2",26,"2","2","1","3","1","1","1"
"1","1",6,"2","4",662,"1","1","3","3","1","4","1",41,"2","2","1","2","2","2","1"
"1","3",15,"2","1",1300,"4","4","4","3","1","4","4",45,"1","3","1","3","2","1","1"
"1","3",24,"1","4",1559,"1","3","4","3","1","4","3",40,"1","2","1","3","1","2","1"
"1","3",12,"2","3",3016,"1","2","3","4","1","1","3",24,"2","2","1","3","1","1","1"
"1","3",15,"3","3",1360,"1","2","4","3","1","2","2",31,"2","2","2","3","1","1","1"
"1","3",6,"1","4",1204,"2","2","4","3","1","1","4",35,"1","1","1","3","1","1","2"
"1","3",10,"2","4",1597,"3","2","3","3","1","2","4",40,"2","1","1","2","2","1","2"
"1","3",12,"2","3",2073,"2","2","4","1","2","2","1",28,"2","2","1","3","1","1","1"
"1","3",11,"2","4",2142,"3","4","1","1","1","2","1",28,"2","2","1","3","1","2","1"
"1","1",10,"3","2",2132,"4","1","2","1","2","3","1",27,"2","1","2","3","1","1","2"
"1","3",10,"2","4",1546,"1","2","3","3","1","2","1",31,"2","2","1","2","2","1","2"
"1","3",24,"3","4",1287,"3","4","4","1","1","4","1",37,"2","2","2","3","1","2","1"
"1","3",10,"2","4",1418,"2","2","3","3","1","2","1",35,"2","1","1","2","1","1","2"
"1","3",6,"3","4",1343,"1","4","1","3","1","4","1",46,"2","2","2","3","2","1","2"
"1","3",18,"2","4",2662,"4","3","4","3","1","3","2",32,"2","2","1","3","1","1","2"
"1","3",18,"3","3",6070,"1","4","3","3","1","4","3",33,"2","2","2","3","1","2","1"
"1","3",24,"3","3",1927,"4","2","3","1","1","2","3",33,"2","2","2","3","1","2","1"
"1","3",18,"3","3",2404,"1","2","2","1","1","2","3",26,"2","2","2","3","1","1","1"
"1","3",6,"3","3",1554,"1","3","1","1","1","2","3",24,"2","1","2","3","1","2","1"
"1","3",22,"2","4",1283,"4","3","4","1","1","4","2",25,"2","1","1","3","1","1","1"
"1","3",24,"3","4",717,"4","4","4","4","1","4","3",54,"2","2","2","3","1","2","1"
"1","1",24,"2","2",1747,"1","1","4","3","2","1","2",24,"2","2","1","2","1","1","2"
"1","1",9,"3","3",1288,"2","4","3","3","2","4","1",48,"2","2","2","3","2","1","2"
"1","1",10,"3","4",1038,"1","3","4","3","2","3","2",49,"2","2","2","3","1","2","1"
"1","3",10,"2","1",2848,"2","2","1","3","2","2","1",32,"2","2","1","3","2","1","1"
"1","3",12,"2","1",1413,"3","3","3","3","1","2","2",55,"2","2","1","3","1","1","2"
"1","3",30,"3","3",3077,"4","4","3","3","1","2","3",40,"2","2","2","3","2","2","1"
"1","1",24,"1","1",3632,"1","2","1","1","2","4","3",22,"1","1","1","3","1","1","2"
"1","3",18,"3","1",3229,"4","1","2","3","1","4","4",38,"2","2","1","4","1","2","1"
"1","3",9,"2","4",3577,"2","2","1","3","2","2","1",26,"2","1","1","3","2","1","2"
"1","3",12,"3","4",682,"2","3","4","1","1","3","3",51,"2","2","2","3","1","2","1"
"1","3",10,"2","3",1924,"1","2","1","3","1","4","2",38,"2","2","1","3","1","2","2"
"1","3",10,"2","3",727,"3","4","4","3","1","4","4",46,"2","3","1","3","1","2","1"
"1","3",10,"3","4",781,"1","4","4","3","1","4","4",63,"2","3","2","3","1","2","1"
"1","1",12,"3","4",2121,"1","2","4","3","1","2","2",30,"2","2","2","3","1","1","1"
"1","3",12,"3","3",701,"1","2","4","3","1","2","3",32,"2","2","2","3","1","1","1"
"1","3",10,"3","2",2069,"4","2","2","4","1","1","3",26,"2","2","2","3","1","1","2"
"1","3",24,"2","4",1525,"3","3","4","1","1","3","3",34,"2","2","1","3","2","2","1"
"1","3",48,"3","4",7629,"4","4","4","1","1","2","3",46,"1","2","2","4","2","1","1"
"0","1",12,"3","4",3499,"1","2","3","1","2","2","1",29,"2","2","2","3","1","1","1"
"1","3",6,"2","3",1346,"2","4","2","3","1","4","4",42,"1","3","1","3","2","2","1"
"1","3",36,"3","1",10477,"4","4","2","3","1","4","4",42,"2","3","2","3","1","1","1"
"1","1",24,"2","1",2924,"1","2","3","3","2","4","4",63,"1","2","1","3","2","2","1"
"1","3",10,"3","4",1231,"1","4","3","3","1","4","1",32,"2","2","2","2","2","1","2"
"1","3",18,"2","4",1961,"1","4","3","1","1","2","3",23,"2","2","1","4","1","1","1"
"1","3",15,"3","4",5045,"4","4","1","1","1","4","3",59,"2","2","1","3","1","2","1"
"1","3",12,"3","4",1255,"1","4","4","3","1","4","1",61,"2","2","2","2","1","1","1"
"1","1",12,"2","2",1858,"1","1","4","1","1","1","3",22,"2","1","1","3","1","1","1"
"1","3",6,"3","2",1221,"4","2","1","4","1","2","2",27,"2","2","2","3","1","1","1"
"1","3",9,"2","2",1388,"1","2","4","1","1","2","1",26,"2","1","1","3","1","1","1"
"1","3",12,"2","3",2279,"4","2","4","3","1","4","4",37,"2","3","1","3","1","2","1"
"1","3",12,"1","2",2759,"1","4","2","3","1","4","2",34,"2","2","2","3","1","1","1"
"1","3",24,"2","3",1258,"3","2","3","1","1","3","3",57,"2","2","1","2","1","1","1"
"1","2",12,"1","4",1410,"1","2","2","3","1","2","1",31,"2","2","1","2","1","2","1"
"1","1",15,"2","4",1403,"1","2","2","1","1","4","3",28,"2","1","1","3","1","1","1"
"1","1",24,"2","2",3021,"1","2","2","1","1","2","1",24,"2","1","1","2","1","1","1"
"1","1",24,"2","4",6568,"1","2","2","4","1","2","3",21,"1","2","1","2","1","1","1"
"1","3",24,"3","3",2578,"3","4","2","3","1","2","3",34,"2","2","1","3","1","1","1"
"1","2",24,"3","1",7758,"3","4","2","1","1","4","4",29,"2","1","1","3","1","1","1"
"1","1",6,"2","3",343,"1","1","4","1","1","1","1",27,"2","2","1","3","1","1","1"
"1","3",21,"3","2",1591,"2","3","4","3","1","3","1",34,"2","2","2","4","1","1","1"
"1","1",27,"2","3",3416,"1","2","3","3","1","2","3",27,"2","2","1","4","1","1","1"
"0","1",12,"1","3",1108,"1","3","4","3","1","3","1",28,"2","2","2","3","1","1","1"
"1","2",27,"3","1",5965,"1","4","1","3","1","2","3",30,"2","2","2","4","1","2","1"
"1","2",15,"2","3",1514,"2","2","4","3","2","2","1",22,"2","2","1","3","1","1","1"
"1","3",30,"3","3",6742,"4","3","2","3","1","3","2",36,"2","2","2","3","1","1","1"
"1","1",18,"2","2",3650,"1","1","1","1","1","4","3",22,"2","1","1","3","1","1","1"
"1","1",21,"2","2",3599,"1","3","1","1","1","4","3",26,"2","1","1","2","1","1","1"
"1","3",60,"3","4",13756,"4","4","2","3","1","4","4",63,"1","3","1","4","1","2","1"
"1","2",9,"2","4",276,"1","2","4","4","1","4","1",22,"2","1","1","2","1","1","1"
"1","3",42,"3","2",4041,"3","2","4","3","1","4","1",36,"2","2","2","3","1","2","1"
"1","2",9,"2","3",458,"1","2","4","3","1","3","1",24,"2","2","1","3","1","1","1"
"0","2",9,"2","2",918,"1","2","4","1","1","1","2",30,"2","2","1","3","1","1","1"
"1","3",24,"2","4",7393,"1","2","1","3","1","4","2",43,"2","2","1","2","2","1","1"
"1","3",10,"2","3",1225,"1","2","2","3","1","2","3",37,"2","2","1","3","1","2","1"
"1","1",24,"2","1",2812,"4","4","2","1","1","4","1",26,"2","1","1","3","1","1","1"
"1","3",15,"2","1",3029,"1","3","2","3","1","2","3",33,"2","2","1","3","1","1","1"
"1","3",12,"3","4",1480,"3","1","2","3","1","4","4",66,"1","3","2","1","1","1","1"
"1","3",6,"3","3",1047,"1","2","2","1","1","4","2",50,"2","2","1","2","1","1","1"
"1","3",15,"3","3",1471,"1","2","4","3","1","4","4",35,"2","3","2","3","1","2","1"
"1","3",24,"2","2",5511,"2","2","4","3","1","1","3",25,"1","2","1","3","1","1","1"
"1","2",9,"2","3",1206,"1","4","4","1","1","4","1",25,"2","2","1","3","1","1","1"
"1","2",24,"3","3",6403,"1","1","1","3","1","2","3",33,"2","2","1","3","1","1","1"
"1","3",12,"2","3",707,"1","2","4","3","1","2","1",30,"1","2","2","3","1","1","1"
"1","3",12,"3","1",1503,"1","2","4","4","1","4","1",41,"2","1","1","3","1","1","1"
"1","2",12,"2","4",6078,"1","3","2","3","1","2","3",32,"2","2","1","3","1","1","1"
"1","2",27,"2","4",2528,"1","1","4","1","1","1","2",32,"2","2","1","3","2","2","1"
"1","2",12,"2","4",1037,"2","3","3","3","1","4","1",39,"2","2","1","2","1","1","1"
"1","1",6,"2","1",1352,"3","1","1","1","1","2","2",23,"2","1","1","1","1","2","1"
"1","3",24,"2","3",3181,"1","1","4","1","1","4","2",26,"2","2","1","3","1","2","1"
"1","3",18,"2","3",4594,"1","1","3","3","1","2","3",32,"2","2","1","3","1","2","1"
"1","2",48,"2","4",5381,"4","1","3","3","1","4","4",40,"1","3","1","1","1","2","1"
"1","3",15,"2","1",4657,"1","2","3","3","1","2","3",30,"2","2","1","3","1","2","1"
"1","2",9,"2","4",1391,"1","2","2","4","1","1","1",27,"1","2","1","3","1","2","1"
"1","2",18,"2","4",1913,"3","1","3","4","1","3","1",36,"1","2","1","3","1","2","1"
"1","3",42,"2","3",7166,"4","3","2","4","1","4","2",29,"2","1","1","3","1","2","1"
"1","3",13,"2","3",1409,"2","1","2","1","1","4","1",64,"2","2","1","3","1","1","1"
"1","3",24,"3","4",2978,"4","2","4","3","1","4","1",32,"2","2","2","3","2","2","1"
"1","3",12,"3","3",976,"4","4","4","3","1","4","3",35,"2","2","2","3","1","1","1"
"1","3",24,"3","4",2375,"3","2","4","3","1","2","3",44,"2","2","2","3","2","2","1"
"1","3",12,"3","3",522,"3","4","4","3","1","4","2",42,"2","2","2","3","2","2","1"
"1","3",28,"3","3",2743,"1","4","4","3","1","2","3",29,"2","2","2","3","1","1","1"
"1","3",11,"3","3",1154,"2","1","4","1","1","4","1",57,"2","2","2","2","1","1","1"
"1","3",24,"3","1",5804,"3","2","4","3","1","2","1",27,"2","2","2","3","1","1","1"
"1","3",18,"3","3",1169,"4","2","4","3","1","3","2",29,"2","2","2","3","1","2","1"
"1","1",15,"3","2",1478,"1","4","4","3","1","4","3",44,"2","2","2","3","2","2","1"
"1","3",12,"2","3",776,"1","2","4","4","1","2","1",28,"2","2","1","3","1","1","1"
"1","2",11,"3","4",1322,"3","2","4","1","1","4","3",40,"2","2","2","3","1","1","1"
"1","2",16,"3","4",1175,"1","1","2","3","1","3","3",68,"2","3","2","1","1","2","1"
"1","3",12,"2","4",2133,"4","4","4","1","1","4","4",52,"2","3","1","4","1","2","1"
"1","3",15,"3","3",1829,"1","4","4","3","1","4","3",46,"2","2","2","3","1","2","1"
"1","3",12,"3","3",717,"1","4","4","3","1","4","1",52,"2","2","2","3","1","1","1"
"1","2",39,"3","3",11760,"2","3","2","3","1","3","4",32,"2","1","1","3","1","2","1"
"0","2",9,"3","3",1501,"1","4","2","1","1","3","3",34,"2","2","2","4","1","2","1"
"1","1",12,"2","3",1200,"4","2","4","1","1","4","2",23,"1","1","1","3","1","2","1"
"1","2",9,"2","4",3195,"4","2","1","1","1","2","1",33,"2","2","1","2","1","1","1"
"1","3",30,"3","3",4530,"1","3","4","1","1","4","3",26,"2","1","1","4","1","2","1"
"0","3",12,"3","3",1555,"3","4","4","3","1","4","4",55,"2","3","2","3","2","1","1"
"1","2",15,"3","4",2326,"3","2","2","3","1","4","3",27,"1","2","1","3","1","1","1"
"1","2",18,"3","4",1887,"4","2","4","4","1","4","1",28,"1","2","2","3","1","1","1"
"1","3",12,"3","4",1264,"4","4","4","3","1","4","4",57,"2","1","1","2","1","1","1"
"1","3",7,"3","3",846,"4","4","3","3","1","4","4",36,"2","3","1","3","1","1","1"
"1","3",15,"3","3",1532,"2","2","4","1","1","3","3",31,"2","2","1","3","1","1","1"
"1","3",6,"3","3",935,"1","2","3","1","1","2","1",24,"2","2","1","3","1","1","1"
"1","1",27,"3","4",2442,"1","4","4","3","1","4","3",43,"1","2","2","4","2","2","1"
"1","2",18,"3","4",3590,"1","1","3","4","1","3","3",40,"2","2","2","1","2","2","1"
"1","3",21,"3","2",2288,"1","1","4","1","1","4","2",23,"2","2","1","3","1","2","1"
"1","3",27,"3","4",5117,"1","3","3","3","1","4","3",26,"2","2","2","3","1","1","1"
"1","1",39,"3","2",14179,"4","3","4","3","1","4","2",30,"2","2","2","4","1","2","1"
"1","3",15,"2","3",1386,"4","2","4","4","1","2","1",40,"2","1","1","3","1","2","1"
"1","3",12,"3","3",618,"1","4","4","3","1","4","1",56,"2","2","1","3","1","1","1"
"1","3",12,"2","2",1574,"1","2","4","3","1","2","1",50,"2","2","1","3","1","1","1"
"1","3",6,"3","3",700,"4","4","4","3","1","4","4",36,"2","3","2","3","1","1","1"
"1","3",12,"2","3",886,"4","2","4","1","1","2","3",21,"2","2","1","3","1","1","1"
"1","3",36,"2","1",4686,"1","2","2","3","1","2","4",32,"2","3","1","4","1","2","1"
"1","2",9,"2","3",790,"3","2","4","1","1","3","1",66,"2","2","1","2","1","1","1"
"0","2",12,"2","3",766,"3","2","4","3","1","3","1",66,"2","2","1","2","1","1","1"
"1","1",20,"2","2",2212,"4","3","4","3","1","4","3",39,"2","2","1","3","1","2","1"
"1","2",10,"2","4",7308,"1","1","2","3","1","4","4",70,"1","3","1","4","1","2","1"
"1","2",24,"3","3",5743,"1","1","2","1","1","4","4",24,"2","3","2","3","1","2","1"
"1","1",14,"2","4",3973,"1","1","1","3","1","4","4",22,"2","3","1","3","1","1","1"
"1","2",60,"3","3",7418,"4","2","1","3","1","1","1",27,"2","2","1","2","1","1","1"
"1","2",20,"3","4",2629,"1","2","2","3","1","3","3",29,"1","2","2","3","1","2","1"
"1","2",18,"2","4",1941,"3","2","4","3","1","2","2",35,"2","2","1","2","1","2","1"
"1","2",24,"3","2",2333,"4","1","4","3","1","2","2",29,"1","2","1","2","1","1","1"
"1","3",12,"2","1",2445,"4","1","2","4","1","4","3",26,"2","1","1","3","1","2","1"
"1","2",20,"2","1",6468,"4","1","1","1","1","4","1",60,"2","2","1","4","1","2","1"
"1","2",18,"3","2",7374,"1","1","4","3","1","4","2",40,"1","2","2","4","1","2","1"
"1","3",15,"2","1",3812,"2","1","1","1","1","4","3",23,"2","2","1","3","1","2","1"
"0","1",28,"2","4",4006,"1","2","3","3","1","2","3",45,"2","2","1","2","1","1","1"
"1","2",12,"2","4",7472,"4","1","1","1","1","2","1",24,"2","1","1","1","1","1","1"
"1","3",12,"2","2",1424,"4","4","3","1","1","4","1",55,"2","2","1","4","1","2","1"
"1","2",12,"2","1",2028,"4","2","4","3","1","2","3",30,"2","2","1","3","1","1","1"
"1","3",15,"2","4",5324,"3","4","1","1","1","4","4",35,"2","3","1","3","1","1","1"
"1","2",36,"2","3",2323,"1","3","4","3","1","4","3",24,"2","1","1","3","1","1","1"
"1","3",12,"2","3",1393,"1","4","4","3","1","4","2",47,"1","2","2","3","2","2","1"
"1","3",18,"2","2",1984,"1","2","4","3","1","4","4",47,"1","3","2","3","1","1","1"
"1","3",24,"2","3",999,"4","4","4","3","1","2","3",25,"2","2","2","3","1","1","1"
"1","3",36,"2","4",7409,"4","4","3","3","1","2","2",37,"2","2","2","3","1","1","1"
"1","3",15,"2","2",2186,"4","3","1","1","1","4","1",33,"1","1","1","2","1","1","1"
"1","3",36,"2","3",4473,"1","4","4","3","1","2","3",31,"2","2","1","3","1","1","1"
"1","3",24,"2","4",937,"1","1","4","4","1","3","3",27,"2","2","2","2","1","1","1"
"1","3",18,"2","2",3422,"1","4","4","3","1","4","2",47,"1","2","2","3","2","2","1"
"1","3",24,"2","3",3105,"4","1","4","3","1","2","3",25,"2","2","2","3","1","1","1"
"1","3",12,"3","3",2748,"1","4","2","1","1","4","4",57,"1","3","2","2","1","1","1"
"1","2",18,"2","3",3872,"1","1","2","1","1","4","3",67,"2","2","1","3","1","2","1"
"1","3",27,"2","3",5190,"4","4","4","3","1","4","2",48,"2","2","2","3","2","2","1"
"1","2",18,"2","2",3001,"1","3","2","1","1","4","1",40,"2","1","1","3","1","1","1"
"1","3",24,"3","4",3863,"1","2","1","3","1","2","4",32,"2","3","1","3","1","1","1"
"1","3",12,"3","2",5801,"4","4","2","3","1","4","2",49,"2","1","1","3","1","2","2"
"1","3",12,"3","2",1592,"3","3","3","1","1","2","2",35,"2","2","1","3","1","1","1"
"1","3",12,"3","4",1185,"1","2","3","1","1","2","1",27,"2","2","2","3","1","1","1"
"1","3",18,"3","2",3780,"1","1","3","1","1","2","3",35,"2","2","2","4","1","2","1"
"1","2",18,"3","2",3612,"1","4","3","1","1","4","2",37,"2","2","1","3","1","2","2"
"1","3",12,"2","4",1076,"1","2","2","4","1","2","1",26,"2","2","1","3","1","2","1"
"1","3",12,"2","4",3527,"4","1","2","3","1","3","2",45,"2","2","1","4","2","2","1"
"1","3",18,"2","3",2051,"1","1","4","3","1","1","1",33,"2","2","1","3","1","1","1"
"1","3",12,"3","2",3331,"1","4","2","3","1","4","2",42,"1","2","1","3","1","1","1"
"1","1",18,"1","4",3104,"1","3","3","3","1","1","2",31,"1","2","1","3","1","2","1"
"1","3",24,"3","3",2611,"1","4","4","4","2","3","1",46,"2","2","2","3","1","1","1"
"1","1",12,"3","1",1409,"1","4","4","3","1","3","1",54,"2","2","1","3","1","1","1"
"1","3",24,"2","3",1311,"2","3","4","4","1","3","2",26,"2","2","1","3","1","2","1"
"1","3",6,"2","3",2108,"1","3","2","4","1","2","1",29,"2","1","1","3","1","1","1"
