날짜,종로구,중구,용산구,성동구,광진구,동대문구,중랑구,성북구,강북구,도봉구,노원구,은평구,서대문구,마포구,양천구,강서구,구로구,금천구,영등포구,동작구,관악구,서초구,강남구,송파구,강동구
2021-02-25,555,434,737,698,706,995,1155,1209,731,862,1194,1118,750,938,1074,1640,1014,454,1029,1145,1342,1068,1270,1554,903
2021-02-24,555,428,729,696,704,993,1151,1201,731,858,1190,1117,749,934,1069,1637,1000,452,1021,1140,1337,1062,1262,1548,901
2021-02-23,554,422,723,694,691,991,1146,1193,729,852,1182,1110,742,929,1061,1633,994,449,1014,1135,1332,1059,1256,1546,899
2021-02-22,554,420,718,688,687,989,1142,1186,725,846,1173,1105,735,928,1053,1630,993,446,1014,1133,1327,1053,1250,1542,894
2021-02-21,552,419,714,681,680,988,1140,1176,723,844,1165,1104,732,927,1042,1624,991,445,1009,1128,1322,1048,1243,1537,889
2021-02-20,552,417,709,679,672,981,1135,1172,718,843,1158,1099,728,923,1036,1621,984,443,1004,1122,1315,1042,1241,1530,888
2021-02-19,552,415,699,675,664,978,1135,1168,715,836,1155,1094,726,923,1022,1618,979,441,995,1115,1313,1039,1236,1517,884
2021-02-18,549,415,689,671,654,972,1132,1152,709,829,1150,1085,719,922,1018,1614,963,439,986,1110,1306,1037,1231,1502,878
2021-02-17,548,407,675,665,649,970,1126,1132,707,826,1141,1076,717,917,1012,1609,954,438,980,1102,1293,1028,1226,1490,870
2021-02-16,548,403,647,652,644,961,1119,1126,703,818,1130,1066,710,908,1005,1605,944,433,970,1087,1275,1020,1219,1469,861
2021-02-15,547,396,636,648,644,954,1117,1124,696,811,1117,1062,708,901,1000,1600,928,431,961,1080,1268,1016,1215,1463,857
2021-02-14,545,390,628,646,642,950,1116,1114,693,808,1115,1056,707,897,995,1597,914,430,949,1075,1263,1013,1211,1454,844
2021-02-13,543,389,614,640,642,946,1106,1113,690,805,1109,1046,705,893,991,1595,896,428,940,1071,1261,1012,1208,1445,843
2021-02-12,540,387,607,637,635,942,1097,1103,689,803,1103,1042,702,892,987,1592,884,426,933,1066,1253,1008,1207,1436,836
2021-02-11,539,386,602,630,628,936,1092,1094,683,800,1093,1032,701,888,984,1591,857,423,928,1059,1247,1006,1206,1428,818
2021-02-10,538,379,593,622,623,924,1085,1087,674,794,1090,1025,698,886,981,1588,840,421,920,1050,1237,1003,1204,1417,805
2021-02-09,535,370,579,619,617,920,1074,1081,671,788,1086,1013,694,881,975,1582,834,418,911,1048,1232,997,1198,1412,795
2021-02-08,530,370,574,617,615,915,1072,1078,664,782,1081,1011,691,879,972,1580,832,417,908,1042,1228,993,1195,1411,794
2021-02-07,526,369,567,614,612,912,1065,1074,660,776,1076,1007,689,872,969,1579,828,413,904,1038,1224,989,1191,1405,792
2021-02-06,524,368,559,610,607,909,1063,1064,658,764,1064,997,682,870,965,1576,825,410,900,1032,1217,988,1189,1397,788
2021-02-05,523,366,551,605,604,907,1054,1051,652,760,1055,992,677,866,960,1569,822,409,897,1028,1211,984,1182,1390,784
2021-02-04,522,363,542,600,599,903,1037,1044,646,756,1047,988,671,865,959,1565,820,406,895,1024,1207,980,1181,1389,783
2021-02-03,520,359,536,597,593,897,1018,1035,637,750,1039,986,667,860,950,1561,813,403,891,1020,1203,974,1175,1377,777
2021-02-02,518,356,532,589,588,882,1009,1028,626,744,1034,978,663,856,949,1558,808,400,882,1012,1192,971,1167,1364,767
2021-02-01,515,356,526,586,582,868,1004,1021,619,741,1030,977,657,849,949,1554,804,398,878,1009,1187,969,1161,1360,761
2021-01-31,515,355,522,584,581,847,1001,1016,617,740,1022,977,657,846,947,1550,802,394,873,1007,1183,963,1154,1356,759
2021-01-30,514,354,517,582,581,842,996,1010,616,733,1017,975,654,845,946,1547,797,394,869,997,1179,960,1147,1351,752
2021-01-29,513,351,513,569,579,836,987,995,614,729,1007,970,653,844,942,1543,793,393,867,995,1170,958,1138,1347,745
2021-01-28,512,345,510,568,577,832,984,993,613,726,1003,968,649,841,937,1540,789,389,861,991,1163,956,1128,1336,743
2021-01-27,510,342,507,566,571,828,981,991,612,719,1001,960,648,837,935,1536,783,386,857,991,1156,952,1128,1332,739
2021-01-26,508,337,502,559,568,819,976,985,605,715,993,956,644,834,932,1531,772,385,855,989,1150,948,1123,1326,737
2021-01-25,502,333,500,559,567,810,974,979,601,707,982,953,644,832,930,1528,769,385,851,984,1145,943,1119,1324,732
2021-01-24,498,328,498,558,564,803,972,970,596,707,978,948,642,828,929,1520,767,385,847,980,1135,939,1117,1323,725
2021-01-23,493,324,495,558,563,792,965,968,594,696,968,945,637,822,927,1513,762,385,842,979,1131,934,1104,1318,724
2021-01-22,492,321,493,551,559,789,954,965,591,694,965,940,633,815,920,1502,761,384,838,972,1126,930,1096,1309,717
2021-01-21,490,318,493,548,558,789,946,962,589,691,957,936,631,811,913,1498,759,382,832,965,1124,922,1085,1302,713
2021-01-20,487,317,489,538,555,785,942,961,588,688,945,931,627,805,898,1494,753,381,829,961,1123,919,1077,1299,710
2021-01-19,484,316,486,533,552,781,929,954,586,677,939,929,624,799,887,1486,749,381,823,959,1117,913,1069,1295,706
2021-01-18,483,312,482,532,550,775,924,950,582,673,938,927,620,797,878,1482,740,380,822,955,1115,912,1062,1285,703
2021-01-17,480,310,478,520,547,764,922,945,576,669,933,924,613,791,872,1479,738,375,817,950,1113,905,1057,1279,699
2021-01-16,476,308,476,515,544,751,917,938,574,668,925,913,608,790,861,1470,728,370,815,945,1106,901,1050,1274,698
2021-01-15,475,307,469,507,540,744,910,926,570,664,919,906,607,786,857,1465,725,368,812,936,1102,896,1043,1263,691
2021-01-14,473,306,464,505,534,735,903,925,567,658,915,900,604,778,855,1463,717,364,807,930,1098,895,1040,1258,681
2021-01-13,469,300,457,505,531,726,898,918,559,655,913,896,600,766,853,1456,714,362,801,926,1094,890,1034,1252,678
2021-01-12,468,296,456,501,528,720,892,910,555,646,903,891,599,761,846,1442,713,360,797,919,1088,889,1025,1240,674
2021-01-11,462,293,453,494,526,707,881,908,549,638,892,879,597,752,840,1439,705,360,796,912,1082,885,1016,1236,663
2021-01-10,458,293,451,490,521,694,875,906,547,632,884,871,591,749,834,1436,702,358,792,902,1080,883,1009,1226,656
2021-01-09,449,293,450,487,514,689,868,899,541,627,879,862,579,746,822,1433,694,357,783,895,1072,879,1000,1216,646
2021-01-08,445,293,448,486,508,682,864,893,533,621,877,850,572,737,810,1426,690,356,768,886,1063,872,990,1201,642
2021-01-07,443,290,440,482,506,678,855,877,530,613,872,843,561,730,801,1417,681,352,758,882,1058,868,982,1185,633
2021-01-06,438,287,438,478,490,673,845,860,515,607,864,827,547,724,789,1403,673,346,750,878,1053,861,969,1178,623
2021-01-05,426,286,433,473,485,663,838,846,507,595,851,815,536,719,775,1382,654,343,742,869,1046,849,962,1157,622
2021-01-04,422,285,429,469,479,650,827,839,491,591,845,808,530,714,766,1378,645,336,731,861,1040,847,952,1146,611
2021-01-03,418,283,428,460,470,644,813,831,477,581,834,805,527,707,756,1363,636,331,717,851,1034,843,941,1138,603
2021-01-02,414,283,425,460,465,639,810,823,458,576,824,800,523,701,733,1354,628,327,709,845,1030,834,938,1126,591
2021-01-01,404,282,418,450,463,633,802,813,444,570,813,787,513,695,726,1341,625,326,694,809,1024,826,935,1118,581
2020-12-31,393,281,416,443,456,625,782,805,431,558,805,776,505,687,714,1334,618,320,679,792,1012,821,929,1104,576
2020-12-30,380,278,415,436,439,614,762,791,424,551,790,767,494,676,690,1322,603,309,669,777,985,812,920,1087,569
2020-12-29,376,272,406,428,426,602,734,770,411,543,773,750,487,671,672,1306,590,295,660,759,960,795,905,1067,563
2020-12-28,366,267,404,426,422,596,698,756,401,536,758,740,482,662,658,1295,581,291,653,747,934,782,895,1050,560
2020-12-27,359,261,398,413,414,587,673,746,391,529,741,723,478,652,641,1287,573,281,648,737,927,771,875,1033,546
2020-12-26,347,254,393,404,409,575,657,734,385,517,733,714,476,637,623,1265,553,271,643,731,905,760,859,1010,541
2020-12-25,340,251,385,400,404,559,635,723,377,495,717,683,470,626,590,1231,513,259,624,719,889,749,849,985,528
2020-12-24,331,246,371,397,391,551,627,709,370,490,709,665,463,605,575,1211,509,255,617,700,873,742,840,971,520
2020-12-23,322,242,362,391,378,539,613,699,361,479,698,651,454,581,563,1177,493,249,604,686,856,735,833,945,515
2020-12-22,308,237,356,382,360,529,599,684,353,476,680,627,445,552,540,1155,487,240,586,675,838,727,820,923,508
2020-12-21,293,226,347,376,351,519,580,667,346,465,648,618,432,539,531,1137,470,234,573,667,823,717,808,916,504
2020-12-20,264,218,339,367,346,507,562,655,338,458,640,606,419,527,519,1121,452,221,558,653,806,696,793,903,499
2020-12-19,244,213,336,360,342,497,551,647,327,451,631,589,409,511,511,1091,435,219,545,646,794,690,775,899,492
2020-12-18,211,205,329,354,328,477,530,633,323,444,620,571,403,501,503,1062,422,212,522,634,781,678,763,878,480
2020-12-17,195,198,328,348,315,445,512,613,307,442,604,556,388,487,492,1034,400,207,493,630,765,663,749,849,463
2020-12-16,186,189,318,327,308,431,498,604,290,435,596,551,377,456,474,1010,385,198,457,607,749,649,733,825,443
2020-12-15,176,178,314,312,296,416,486,588,276,422,584,531,367,437,459,987,374,187,431,594,740,638,719,804,425
2020-12-14,174,171,312,307,288,409,482,580,264,415,577,517,357,429,453,956,365,183,424,576,724,633,701,791,416
2020-12-13,171,167,308,299,276,403,474,569,257,407,568,510,354,420,445,923,363,175,424,572,711,628,689,783,395
2020-12-12,164,165,298,285,267,389,453,552,253,394,565,496,340,404,428,879,355,165,412,553,690,615,675,755,377
2020-12-11,160,159,296,273,259,383,440,536,243,383,559,483,332,391,414,798,347,157,398,531,678,600,651,744,365
2020-12-10,158,155,288,264,253,374,424,529,240,379,554,472,325,383,398,769,338,154,386,512,663,589,636,736,353
2020-12-09,155,150,282,258,245,363,414,523,232,374,542,460,316,371,392,757,332,149,368,501,650,580,615,724,344
2020-12-08,152,143,277,257,239,351,395,518,227,366,535,445,306,362,378,733,320,148,362,488,631,571,599,714,332
2020-12-07,148,137,270,251,232,348,374,513,223,363,527,434,302,351,368,712,309,145,358,476,613,560,589,712,321
2020-12-06,144,132,262,251,220,341,360,509,215,357,518,421,294,343,359,701,303,141,353,459,599,546,576,696,316
2020-12-05,140,128,255,244,210,333,351,500,212,343,511,416,291,340,348,685,297,138,337,427,591,535,565,684,306
2020-12-04,135,119,247,237,205,329,343,489,209,340,504,394,288,325,339,662,293,133,331,419,582,521,553,673,298
2020-12-03,131,111,243,230,199,321,323,481,204,332,497,380,278,302,331,637,282,125,320,416,566,504,542,647,295
2020-12-02,128,111,235,222,191,312,302,468,202,329,489,370,269,297,322,619,280,125,311,402,556,491,529,624,287
2020-12-01,126,108,227,220,184,303,294,465,200,319,478,362,260,291,313,612,277,125,303,390,549,473,513,610,278
2020-11-30,126,107,224,218,179,302,291,458,196,312,471,359,257,285,303,597,272,123,289,386,542,462,501,603,273
2020-11-29,125,105,220,217,177,299,286,454,188,308,458,351,250,280,292,582,269,117,284,383,535,451,489,598,271
2020-11-28,124,102,218,215,172,294,278,447,186,303,445,347,242,273,282,568,262,115,280,374,532,443,483,592,266
2020-11-27,120,102,211,214,171,289,267,444,185,300,439,342,230,266,265,542,257,112,275,370,522,430,475,582,263
2020-11-26,118,100,205,208,170,284,256,440,184,297,428,340,229,265,251,486,250,108,270,361,514,418,470,572,261
2020-11-25,117,100,201,201,168,280,249,433,179,292,412,336,227,260,239,427,245,107,267,356,513,410,461,556,256
2020-11-24,116,93,194,199,164,279,244,427,175,290,407,332,220,250,233,418,245,106,264,349,509,390,447,550,252
2020-11-23,115,90,184,195,161,275,238,425,175,285,400,331,218,243,231,411,241,105,260,345,506,364,431,545,247
2020-11-22,112,90,182,194,159,275,233,422,174,284,398,322,212,229,228,407,237,105,257,337,504,349,427,536,243
2020-11-21,109,90,181,190,159,267,230,417,172,284,394,315,204,223,222,405,236,105,255,328,501,336,418,521,237
2020-11-20,107,89,177,187,156,260,229,413,171,280,390,311,192,217,216,400,231,104,246,309,497,320,406,512,233
2020-11-19,104,84,171,185,154,248,226,405,168,272,383,308,188,214,213,393,229,104,241,303,496,302,402,501,231
2020-11-18,103,83,170,180,153,246,226,398,167,261,374,304,183,210,212,390,228,103,234,296,495,293,396,493,225
2020-11-17,102,81,169,174,151,242,224,391,166,255,371,301,183,208,210,378,225,103,231,289,495,285,392,487,224
2020-11-16,100,80,169,171,150,238,223,386,165,248,367,299,178,202,206,374,219,102,229,287,494,275,392,477,221
2020-11-15,100,80,169,168,150,237,220,380,163,244,363,296,177,201,203,365,216,102,227,284,493,272,390,465,221
2020-11-14,98,77,168,167,150,235,217,374,163,243,352,294,171,199,202,356,212,102,227,282,493,268,388,453,216
2020-11-13,98,73,165,167,149,218,216,370,161,243,347,291,169,198,202,347,211,102,226,278,491,266,386,451,216
2020-11-12,98,72,164,165,148,207,212,368,161,240,341,287,168,195,201,340,210,100,225,277,489,262,383,447,215
2020-11-11,98,68,160,163,148,200,212,365,161,236,338,287,166,193,201,338,210,99,224,277,488,261,378,443,214
2020-11-10,98,67,158,163,147,199,211,364,161,236,337,286,165,191,200,333,210,99,224,277,488,257,377,439,213
2020-11-09,98,67,158,163,146,197,210,364,161,233,337,284,165,191,200,326,210,99,224,276,486,251,375,437,211
2020-11-08,98,67,151,158,146,195,210,364,161,232,337,282,162,190,198,322,210,99,223,273,486,246,374,433,210
2020-11-07,98,67,150,150,146,190,210,361,159,232,337,281,153,190,198,318,210,98,217,271,486,245,371,431,207
2020-11-06,98,65,150,144,144,188,210,358,159,231,337,279,150,189,198,315,210,98,217,270,483,242,368,431,207
2020-11-05,98,65,149,144,144,184,210,355,159,230,336,275,149,189,195,314,210,98,214,270,478,242,365,423,207
2020-11-04,98,65,148,143,141,182,209,354,159,230,336,272,144,189,194,312,210,98,212,267,477,238,363,414,206
2020-11-03,97,65,147,139,141,178,209,353,159,230,335,270,137,189,194,310,209,98,210,266,476,237,361,408,205
2020-11-02,95,65,146,138,141,178,209,353,159,230,335,270,137,189,193,310,205,98,208,264,475,236,359,405,205
2020-11-01,95,65,144,138,141,176,209,351,159,228,334,270,137,188,193,307,205,98,208,264,475,234,357,400,204
2020-10-31,95,65,143,137,140,176,209,351,159,228,333,267,137,187,193,306,203,98,207,262,473,229,343,391,204
2020-10-30,95,64,143,135,139,173,208,348,159,228,332,265,137,186,190,304,201,98,205,262,469,227,335,390,203
2020-10-29,95,64,143,133,137,173,208,348,156,225,331,265,137,183,188,301,201,98,205,260,466,223,324,382,202
2020-10-28,95,63,142,133,137,173,207,348,156,224,327,264,137,183,187,300,201,97,205,260,463,220,317,377,202
2020-10-27,94,63,142,131,136,173,206,347,156,223,327,263,137,183,187,300,201,97,205,260,459,218,309,373,201
2020-10-26,94,63,142,130,136,172,204,347,156,223,326,262,137,183,187,300,201,96,205,260,456,217,305,369,200
2020-10-25,94,63,142,130,136,172,203,347,156,223,325,261,137,183,187,299,200,96,204,259,456,215,304,366,200
2020-10-24,94,63,142,130,136,170,203,346,156,223,323,261,136,181,185,297,199,96,203,258,454,213,302,364,200
2020-10-23,94,63,140,130,136,170,202,345,156,223,323,261,136,180,185,296,196,96,199,256,454,212,299,363,200
2020-10-22,94,63,140,129,136,170,201,345,156,223,323,261,135,180,185,296,194,96,197,254,452,209,297,360,199
2020-10-21,94,63,140,129,136,170,201,345,156,222,323,260,135,180,184,296,193,96,197,254,445,209,293,360,198
2020-10-20,94,63,140,128,136,170,201,345,156,221,323,260,135,180,184,295,193,96,197,254,442,208,290,358,197
2020-10-19,94,63,139,128,136,170,199,344,156,221,323,260,135,180,183,295,193,96,197,253,442,207,288,358,197
2020-10-18,94,63,136,128,135,170,199,343,156,221,323,259,135,179,183,295,193,96,197,252,441,206,286,358,197
2020-10-17,94,63,136,128,135,170,199,343,156,221,322,259,133,178,181,295,193,95,197,252,435,206,284,355,196
2020-10-16,92,63,136,128,135,170,198,340,155,221,322,258,133,177,181,294,192,95,197,252,433,206,284,353,194
2020-10-15,92,63,135,128,135,169,197,338,155,220,321,257,133,177,181,294,191,95,197,251,431,204,284,350,192
2020-10-14,92,60,134,127,135,169,197,338,155,220,321,254,132,177,181,294,191,95,197,250,425,203,283,350,191
2020-10-13,91,59,134,127,135,166,194,337,155,220,321,253,131,175,180,294,191,95,197,248,421,203,280,349,191
2020-10-12,90,59,133,127,135,166,194,336,155,219,320,253,131,174,180,292,191,95,197,247,418,203,279,349,191
2020-10-11,90,59,129,127,135,164,193,336,155,218,316,253,131,172,180,291,189,95,196,246,413,202,278,347,189
2020-10-10,89,58,128,127,135,164,193,336,152,217,314,253,131,169,180,288,189,95,195,246,413,202,278,344,188
2020-10-09,89,58,127,127,134,164,192,335,151,212,313,253,131,168,180,288,189,95,193,245,413,202,278,341,188
2020-10-08,89,58,127,124,133,163,192,335,151,212,312,253,131,168,180,288,189,95,192,244,409,200,275,341,188
2020-10-07,89,58,126,123,133,163,192,335,151,212,310,252,131,168,180,288,189,95,192,244,407,199,275,340,187
2020-10-06,89,58,125,122,132,157,191,335,149,208,307,252,127,167,180,288,189,95,191,244,402,197,273,339,187
2020-10-05,89,58,124,122,131,156,190,335,148,208,305,252,127,167,180,287,187,94,190,243,400,196,273,339,187
2020-10-04,89,58,124,122,130,154,190,335,145,207,304,252,127,167,180,287,186,94,190,241,396,196,272,339,185
2020-10-03,89,58,123,122,130,154,189,335,145,207,304,252,127,167,180,287,185,94,190,241,393,196,271,339,185
2020-10-02,89,58,123,122,130,153,188,335,144,206,301,251,127,166,180,287,184,94,190,239,392,195,271,339,185
2020-10-01,88,58,123,120,130,152,188,334,144,206,301,251,127,162,180,285,183,93,190,236,389,195,270,339,185
2020-09-30,88,58,122,116,129,149,187,334,144,206,301,251,126,161,180,285,181,91,189,234,383,195,269,337,184
2020-09-29,88,58,122,116,129,149,187,334,144,206,301,251,126,161,180,285,181,91,189,233,380,193,269,337,184
2020-09-28,88,58,120,116,128,144,187,330,143,200,301,250,126,160,180,285,181,91,188,231,378,193,269,337,184
2020-09-27,88,58,120,116,128,144,187,330,143,200,301,249,126,160,180,285,181,91,188,231,377,193,267,336,183
2020-09-26,88,56,116,116,127,143,186,328,143,192,300,248,125,160,180,283,179,91,185,227,371,193,267,334,181
2020-09-25,88,55,116,116,127,143,186,328,143,192,300,248,125,160,180,282,179,91,184,227,368,191,264,334,181
2020-09-24,86,55,115,116,126,141,185,324,143,176,299,245,125,160,179,281,173,90,180,223,361,186,263,332,180
2020-09-23,86,55,113,114,126,141,185,324,142,176,299,244,125,160,179,275,173,90,179,223,358,185,261,330,180
2020-09-22,84,55,113,114,126,141,184,321,142,168,298,244,125,160,179,269,170,89,177,220,354,185,260,328,179
2020-09-21,84,55,113,113,124,141,183,321,141,167,297,241,125,155,176,264,169,87,175,216,349,184,260,327,179
2020-09-20,84,55,113,111,124,141,182,321,141,167,295,241,123,154,176,264,167,86,174,213,347,183,258,327,179
2020-09-19,84,54,113,111,123,141,181,321,141,167,295,241,123,154,174,264,167,85,174,212,345,182,254,324,179
2020-09-18,84,54,113,109,123,141,180,319,141,167,294,239,123,154,172,262,165,84,173,212,341,179,249,322,179
2020-09-17,84,54,113,109,123,141,179,318,141,165,290,238,121,151,169,259,165,84,172,211,337,177,246,317,179
2020-09-16,84,54,113,108,120,137,176,317,137,163,288,234,118,150,165,255,161,84,167,205,331,175,238,312,177
2020-09-15,83,54,111,108,120,135,175,315,137,163,282,233,115,149,162,252,160,84,165,201,329,172,237,306,177
